Time_Index,coal,ng,hydrogen,biomass,uranium,None,elec_imp_uk,elec_imp_no,elec_imp_de,elec_imp_ge,elec_imp_be
1626,10.75,8.5,0,9.5,2.55,0,53.51,75.94,79.98,135.85,84.51
1627,10.75,8.5,0,9.5,2.55,0,84.41,77.44,71.18,147.22,80.81
1628,10.75,8.5,0,9.5,2.55,0,63.89,68.85,64.9,145.04,71.95
1629,10.75,8.5,0,9.5,2.55,0,45.92,63.29,64.79,135.1,65.29
1630,10.75,8.5,0,9.5,2.55,0,47.94,63.02,59.89,125.09,65.17
1631,10.75,8.5,0,9.5,2.55,0,37.95,59.89,56.56,123.82,60.04
1632,10.75,8.5,0,9.5,2.55,0,33.16,57.95,54.91,109.7,56.71
1633,10.75,8.5,0,9.5,2.55,0,31.63,54.91,53.72,102.89,55.05
1634,10.75,8.5,0,9.5,2.55,0,33,53.96,52.56,100.68,53.87
1635,10.75,8.5,0,9.5,2.55,0,28.09,53.42,48.6,99.06,52.69
1636,10.75,8.5,0,9.5,2.55,0,27.75,50.05,47.79,98.84,48.76
1637,10.75,8.5,0,9.5,2.55,0,28.58,49.22,50.47,99.09,47.96
1638,10.75,8.5,0,9.5,2.55,0,41.78,51.63,53.06,105,50.66
1639,10.75,8.5,0,9.5,2.55,0,53.29,53.06,53.06,119.81,53.06
1640,10.75,8.5,0,9.5,2.55,0,54.97,53.06,48.12,136.91,53.06
1641,10.75,8.5,0,9.5,2.55,0,51.55,51.36,32.94,140.91,48.12
1642,10.75,8.5,0,9.5,2.55,0,45.67,49.31,0.2,136.61,38.69
1643,10.75,8.5,0,9.5,2.55,0,43.42,47.98,-1.15,131.89,26.44
1644,10.75,8.5,0,9.5,2.55,0,40.85,49.28,-2.46,125.1,15.85
1645,10.75,8.5,0,9.5,2.55,0,40.08,49.09,-0.04,116.42,15.67
1646,10.75,8.5,0,9.5,2.55,0,41.08,48.53,28.19,112.84,28.16
1647,10.75,8.5,0,9.5,2.55,0,41.07,50.46,52.64,114.91,28.57
1648,10.75,8.5,0,9.5,2.55,0,41.1,54.17,61.39,112.62,52.65
1649,10.75,8.5,0,9.5,2.55,0,45,59.85,62.06,110.1,69.66
1650,10.75,8.5,0,9.5,2.55,0,57.79,62.06,60.16,129.34,78.17
1651,10.75,8.5,0,9.5,2.55,0,66.42,60.16,57.24,135.48,79.03
1652,10.75,8.5,0,9.5,2.55,0,45.94,58.95,56.9,133.92,70
1653,10.75,8.5,0,9.5,2.55,0,40.64,58.59,55.62,115.41,60.47
1654,10.75,8.5,0,9.5,2.55,0,41.75,57.28,54.37,108.96,67.64
1655,10.75,8.5,0,9.5,2.55,0,30.16,56,48.65,100.35,68.3
1656,10.75,8.5,0,9.5,2.55,0,27.05,52.04,46.06,87.59,48.65
1657,10.75,8.5,0,9.5,2.55,0,26.65,47.53,40.98,70.22,46.06
1658,10.75,8.5,0,9.5,2.55,0,24.48,42.29,35.55,71.11,40.98
1659,10.75,8.5,0,9.5,2.55,0,17.89,36.69,32.39,73.08,35.55
1660,10.75,8.5,0,9.5,2.55,0,14.69,33.43,32.28,82.42,32.39
1661,10.75,8.5,0,9.5,2.55,0,17.77,33.32,33.91,87.87,32.28
1662,10.75,8.5,0,9.5,2.55,0,26,34.92,39.49,96.18,33.91
1663,10.75,8.5,0,9.5,2.55,0,33.11,40.67,34.82,104.24,39.49
1664,10.75,8.5,0,9.5,2.55,0,37.32,36.01,25.25,110.09,55.58
1665,10.75,8.5,0,9.5,2.55,0,44.28,37.87,2.35,114.01,69.69
1666,10.75,8.5,0,9.5,2.55,0,50.49,47.16,-0.04,106.37,60.1
1667,10.75,8.5,0,9.5,2.55,0,45.54,50.81,0,93.81,80.97
1668,10.75,8.5,0,9.5,2.55,0,41.75,49.26,0,81.95,90.9
1669,10.75,8.5,0,9.5,2.55,0,40.99,49.08,-0.02,78.66,80.8
1670,10.75,8.5,0,9.5,2.55,0,36.32,49.31,14.41,60,65.17
1671,10.75,8.5,0,9.5,2.55,0,35.4,49.14,47.96,60.38,65.85
1672,10.75,8.5,0,9.5,2.55,0,35.4,52.57,55.97,82.63,70.2
1673,10.75,8.5,0,9.5,2.55,0,38.69,55.97,57.64,101.24,84.92
1674,10.75,8.5,0,9.5,2.55,0,44.28,57.64,56.62,130.02,87.3
1675,10.75,8.5,0,9.5,2.55,0,68.62,57.52,53.66,145,106.4
1676,10.75,8.5,0,9.5,2.55,0,65.78,56.06,53.4,136.63,95.6
1677,10.75,8.5,0,9.5,2.55,0,49.61,55,53.08,131.58,87.3
1678,10.75,8.5,0,9.5,2.55,0,42.27,54.66,52.05,119.96,86.83
1679,10.75,8.5,0,9.5,2.55,0,39.22,53.71,48.93,120.56,82.27
1680,10.75,8.5,0,9.5,2.55,0,36.82,51.95,49.33,108.51,64.8
1681,10.75,8.5,0,9.5,2.55,0,45.8,50.91,50.21,121.01,63
1682,10.75,8.5,0,9.5,2.55,0,43.14,51.82,49.28,101.18,56.61
1683,10.75,8.5,0,9.5,2.55,0,32.77,51.15,49.99,101.18,54.81
1684,10.75,8.5,0,9.5,2.55,0,25.1,53.32,54.95,90.43,53.51
1685,10.75,8.5,0,9.5,2.55,0,24,54.95,56.44,91.81,57
1686,10.75,8.5,0,9.5,2.55,0,30.35,57.93,62.27,92.08,76.69
1687,10.75,8.5,0,9.5,2.55,0,45.41,62.27,64.79,90.81,82.76
1688,10.75,8.5,0,9.5,2.55,0,48.71,64.79,62.85,89.05,85.71
1689,10.75,8.5,0,9.5,2.55,0,49.71,62.85,61.9,90.27,82.57
1690,10.75,8.5,0,9.5,2.55,0,41.75,61.9,60.44,93.98,76.61
1691,10.75,8.5,0,9.5,2.55,0,35.4,60.44,58.85,92,68.52
1692,10.75,8.5,0,9.5,2.55,0,35.34,58.9,58.92,87.79,68.8
1693,10.75,8.5,0,9.5,2.55,0,35.35,58.92,58.72,80.4,66.96
1694,10.75,8.5,0,9.5,2.55,0,35.35,58.72,59.95,68.96,67
1695,10.75,8.5,0,9.5,2.55,0,35.35,59.95,61.61,70,73.43
1696,10.75,8.5,0,9.5,2.55,0,35.35,61.61,65.32,74.9,75.76
1697,10.75,8.5,0,9.5,2.55,0,38.33,65.32,75.19,85.05,85.58
1698,10.75,8.5,0,9.5,2.55,0,49.9,73.01,72.1,100.91,98.71
1699,10.75,8.5,0,9.5,2.55,0,72.11,70.01,69.2,119.85,107.98
1700,10.75,8.5,0,9.5,2.55,0,60.6,67.19,67.55,141.04,87.99
1701,10.75,8.5,0,9.5,2.55,0,47.91,65.59,64.69,129.97,76.68
1702,10.75,8.5,0,9.5,2.55,0,39.21,63.45,65.77,104.69,75.02
1703,10.75,8.5,0,9.5,2.55,0,34.16,63.23,69.19,94.87,67.08
1704,10.75,8.5,0,9.5,2.55,0,22.67,64.56,65.56,80.55,69.18
1705,10.75,8.5,0,9.5,2.55,0,17.63,63.46,66.51,45.99,65.56
1706,10.75,8.5,0,9.5,2.55,0,12.6,63.3,65.2,37.09,66.51
1707,10.75,8.5,0,9.5,2.55,0,5.7,63.11,65.96,33.36,65.2
1708,10.75,8.5,0,9.5,2.55,0,3.36,63.85,71.37,16.89,64.23
1709,10.75,8.5,0,9.5,2.55,0,11.36,69.16,87.06,7.51,69.39
1710,10.75,8.5,0,9.5,2.55,0,26.17,72.41,96.55,16.89,78.88
1711,10.75,8.5,0,9.5,2.55,0,44.99,95.85,100.78,38.49,92.36
1712,10.75,8.5,0,9.5,2.55,0,49.09,99.3,93.81,77.71,100.3
1713,10.75,8.5,0,9.5,2.55,0,40.02,90.91,85.42,79.81,93.8
1714,10.75,8.5,0,9.5,2.55,0,40.24,83.11,80.68,42.46,84.07
1715,10.75,8.5,0,9.5,2.55,0,35.99,78.18,78.44,30.51,74.93
1716,10.75,8.5,0,9.5,2.55,0,34.03,76.17,78.26,22.32,73.89
1717,10.75,8.5,0,9.5,2.55,0,34.12,73.67,79.02,2.07,71.31
1718,10.75,8.5,0,9.5,2.55,0,34.15,70.06,86.34,-0.02,71.84
1719,10.75,8.5,0,9.5,2.55,0,34.41,69.01,101.61,-0.03,77.38
1720,10.75,8.5,0,9.5,2.55,0,36.44,69,113.06,0.26,80
1721,10.75,8.5,0,9.5,2.55,0,44.36,75.38,134.92,9.03,76.24
1722,10.75,8.5,0,9.5,2.55,0,48.39,82.33,124.57,53.37,87
1723,10.75,8.5,0,9.5,2.55,0,70.84,99.13,97.48,88.59,105.01
1724,10.75,8.5,0,9.5,2.55,0,61.13,71.09,83.63,95,87.93
1725,10.75,8.5,0,9.5,2.55,0,45.54,71.41,78.93,82.33,77.16
1726,10.75,8.5,0,9.5,2.55,0,45.54,68.27,70.33,52.94,74.94
1727,10.75,8.5,0,9.5,2.55,0,34.72,63.15,63.93,35.45,64.91
1728,10.75,8.5,0,9.5,2.55,0,31.5,58.86,62.3,23.32,58.14
1729,10.75,8.5,0,9.5,2.55,0,36.89,57.34,61.79,9.57,54.54
1730,10.75,8.5,0,9.5,2.55,0,41.4,56.68,60.89,4.46,52.79
1731,10.75,8.5,0,9.5,2.55,0,36.06,56.18,59.87,4,51.29
1732,10.75,8.5,0,9.5,2.55,0,36.69,56.49,62.3,1.84,51.25
1733,10.75,8.5,0,9.5,2.55,0,42.6,58.41,77.32,3.5,56.66
1734,10.75,8.5,0,9.5,2.55,0,45.42,60.25,76.47,9.03,69.64
1735,10.75,8.5,0,9.5,2.55,0,56.93,68.65,89.8,42.6,89.29
1736,10.75,8.5,0,9.5,2.55,0,39.83,87.12,76.85,90.42,89.31
1737,10.75,8.5,0,9.5,2.55,0,44.91,74.62,67.38,94.84,75
1738,10.75,8.5,0,9.5,2.55,0,45.54,65.43,62.8,83.37,64.99
1739,10.75,8.5,0,9.5,2.55,0,43.01,60.98,61.69,73.78,59.21
1740,10.75,8.5,0,9.5,2.55,0,48.07,59.9,59.41,60.94,55.14
1741,10.75,8.5,0,9.5,2.55,0,49.01,57.68,58.64,53.26,48.55
1742,10.75,8.5,0,9.5,2.55,0,48.07,56.94,57.3,61.07,50
1743,10.75,8.5,0,9.5,2.55,0,46.81,56.77,60.8,65.45,53.94
1744,10.75,8.5,0,9.5,2.55,0,44.28,59.07,66.12,59.82,58.14
1745,10.75,8.5,0,9.5,2.55,0,52.88,63.04,72.21,78.83,77.4
1746,10.75,8.5,0,9.5,2.55,0,64.32,63.01,65.19,122.85,91.97
1747,10.75,8.5,0,9.5,2.55,0,94.88,59.69,51.55,144.86,100.2
1748,10.75,8.5,0,9.5,2.55,0,66.54,55.87,54.56,152.21,85.18
1749,10.75,8.5,0,9.5,2.55,0,42.47,54.56,53.77,140.93,66.87
1750,10.75,8.5,0,9.5,2.55,0,42.36,53.77,51.78,129.72,68.18
1751,10.75,8.5,0,9.5,2.55,0,40.48,53.33,51.82,122.84,63.88
1752,10.75,8.5,0,9.5,2.55,0,49.34,52.63,50.45,105.32,63.29
1753,10.75,8.5,0,9.5,2.55,0,48.07,51.95,49.63,105.64,56.9
1754,10.75,8.5,0,9.5,2.55,0,39.6,51.11,49.13,105.8,57.52
1755,10.75,8.5,0,9.5,2.55,0,36.58,50.6,50.71,103.97,57
1756,10.75,8.5,0,9.5,2.55,0,32.87,51.97,51.53,105.23,51.1
1757,10.75,8.5,0,9.5,2.55,0,33.53,53.07,56.5,105.67,57.92
1758,10.75,8.5,0,9.5,2.55,0,38.61,54.96,57.92,121.43,70
1759,10.75,8.5,0,9.5,2.55,0,38.56,56.24,59.65,143.47,87.05
1760,10.75,8.5,0,9.5,2.55,0,41.02,57.92,57.89,160,81.99
1761,10.75,8.5,0,9.5,2.55,0,51.24,56.22,52.42,159.58,65.71
1762,10.75,8.5,0,9.5,2.55,0,56.93,53.98,49.84,129.99,54.32
1763,10.75,8.5,0,9.5,2.55,0,53.13,51.33,49.71,114.15,42.23
1764,10.75,8.5,0,9.5,2.55,0,48.33,51.2,46.96,97,19.8
1765,10.75,8.5,0,9.5,2.55,0,46.81,50.47,47.73,90.85,29.61
1766,10.75,8.5,0,9.5,2.55,0,37.87,52.07,53.68,90.84,42.82
1767,10.75,8.5,0,9.5,2.55,0,35.42,54.26,55.84,96.25,47.24
1768,10.75,8.5,0,9.5,2.55,0,36.04,55.26,67.81,102.83,51.03
1769,10.75,8.5,0,9.5,2.55,0,39.32,58.37,67.08,116.99,71.14
1770,10.75,8.5,0,9.5,2.55,0,50.52,59.64,58.25,150.8,85.43
1771,10.75,8.5,0,9.5,2.55,0,63.18,58.25,55.99,182.3,87.45
1772,10.75,8.5,0,9.5,2.55,0,52.38,55.99,55.14,199.28,74.11
1773,10.75,8.5,0,9.5,2.55,0,39.95,55.14,54.45,168.98,62.83
1774,10.75,8.5,0,9.5,2.55,0,32.77,54.45,51.66,147.36,59.61
1775,10.75,8.5,0,9.5,2.55,0,27.89,52.46,47.89,139.35,50
1776,10.75,8.5,0,9.5,2.55,0,22.28,49.32,46.58,127.63,46.87
1777,10.75,8.5,0,9.5,2.55,0,16.58,47.97,45.57,117.39,42.21
1778,10.75,8.5,0,9.5,2.55,0,11.67,46.94,43.95,107.61,41.22
1779,10.75,8.5,0,9.5,2.55,0,10.01,45.26,44.19,103.8,37.63
1780,10.75,8.5,0,9.5,2.55,0,8.4,45.51,43.36,100,31.23
1781,10.75,8.5,0,9.5,2.55,0,10.28,47.82,48.3,98.07,36.45
1782,10.75,8.5,0,9.5,2.55,0,11.15,51.73,57.75,103.86,48.25
1783,10.75,8.5,0,9.5,2.55,0,14.1,54.32,63.93,130.32,58.4
1784,10.75,8.5,0,9.5,2.55,0,10.99,54.71,53.8,142.35,64.73
1785,10.75,8.5,0,9.5,2.55,0,18.79,53.23,46.56,138.03,53.8
1786,10.75,8.5,0,9.5,2.55,0,34.67,50.84,39.27,117.12,44.54
1787,10.75,8.5,0,9.5,2.55,0,49.34,48.54,38.34,103.2,37.92
1788,10.75,8.5,0,9.5,2.55,0,40.23,47.4,36.87,91.51,33.48
1789,10.75,8.5,0,9.5,2.55,0,48.07,47.54,44.93,85.4,30.36
1790,10.75,8.5,0,9.5,2.55,0,48.07,49.33,50.31,78.49,26.74
1791,10.75,8.5,0,9.5,2.55,0,40.69,51.53,54.53,80.48,25.51
1792,10.75,8.5,0,9.5,2.55,0,35.3,53.31,60.48,84.89,40.42
1793,10.75,8.5,0,9.5,2.55,0,39.22,55.61,58.51,95.58,53.79
1794,10.75,8.5,0,9.5,2.55,0,46.8,56.79,57.2,119.22,64.11
1795,10.75,8.5,0,9.5,2.55,0,61.36,55.54,55.82,131.85,88
1796,10.75,8.5,0,9.5,2.55,0,65.78,54.27,51.71,129.97,64.29
1797,10.75,8.5,0,9.5,2.55,0,56.93,53.25,50.16,110,55.5
1798,10.75,8.5,0,9.5,2.55,0,48.2,51.66,49.33,98.14,56.38
1799,10.75,8.5,0,9.5,2.55,0,47.96,50.75,44.12,86.07,49.45
1800,10.75,8.5,0,9.5,2.55,0,35.35,48.04,42.01,80.44,44.31
1801,10.75,8.5,0,9.5,2.55,0,41.03,45.49,40.69,48.45,42.15
1802,10.75,8.5,0,9.5,2.55,0,46.68,41.99,38.88,49.97,40.69
1803,10.75,8.5,0,9.5,2.55,0,40.43,40.13,38.67,50.06,38.93
1804,10.75,8.5,0,9.5,2.55,0,36.64,39.91,40.34,59.93,38.76
1805,10.75,8.5,0,9.5,2.55,0,39.12,43.14,47.26,62.79,40.55
1806,10.75,8.5,0,9.5,2.55,0,39.74,47.26,49.38,81.59,47.68
1807,10.75,8.5,0,9.5,2.55,0,59.93,49.72,47.25,105.07,54.13
1808,10.75,8.5,0,9.5,2.55,0,72.86,49.61,46.76,112.17,53.11
1809,10.75,8.5,0,9.5,2.55,0,70.84,48.15,44.88,104.56,47.01
1810,10.75,8.5,0,9.5,2.55,0,53.77,46.69,41.62,90.29,44.88
1811,10.75,8.5,0,9.5,2.55,0,37.23,43.95,36.7,84.04,41.66
1812,10.75,8.5,0,9.5,2.55,0,29.15,40.02,21.02,79.95,36.87
1813,10.75,8.5,0,9.5,2.55,0,29.35,43.16,10.99,75.76,21.56
1814,10.75,8.5,0,9.5,2.55,0,29.5,44.69,31.01,74.05,13.74
1815,10.75,8.5,0,9.5,2.55,0,31.59,47.2,46.98,88.05,32.47
1816,10.75,8.5,0,9.5,2.55,0,35.88,49.71,49.81,99.03,50.27
1817,10.75,8.5,0,9.5,2.55,0,39.32,51.56,53.56,109.54,74.04
1818,10.75,8.5,0,9.5,2.55,0,48.87,53.56,52.21,126.79,85.35
1819,10.75,8.5,0,9.5,2.55,0,72.03,53.77,52.21,134.36,94.48
1820,10.75,8.5,0,9.5,2.55,0,50.6,53.77,53.74,134.23,84.12
1821,10.75,8.5,0,9.5,2.55,0,40.8,53.74,52.29,126.35,73.5
1822,10.75,8.5,0,9.5,2.55,0,40.11,53.85,56.62,109.97,72.84
1823,10.75,8.5,0,9.5,2.55,0,33.64,54.98,64.99,107.09,67.1
1824,10.75,8.5,0,9.5,2.55,0,30.25,54.72,60.49,102.25,64.99
1825,10.75,8.5,0,9.5,2.55,0,27.82,54.97,55.83,106.35,60
1826,10.75,8.5,0,9.5,2.55,0,27.2,54.22,57.47,98.25,55.14
1827,10.75,8.5,0,9.5,2.55,0,26.8,54.75,58.16,96.84,50.51
1828,10.75,8.5,0,9.5,2.55,0,27.16,54.79,59.9,95,47.59
1829,10.75,8.5,0,9.5,2.55,0,28.2,55.06,60.1,96.18,52.07
1830,10.75,8.5,0,9.5,2.55,0,35.99,54.93,56.6,99.8,47.92
1831,10.75,8.5,0,9.5,2.55,0,41.84,54.25,50.58,103.5,51.43
1832,10.75,8.5,0,9.5,2.55,0,42.62,51.4,47.15,105.43,44.85
1833,10.75,8.5,0,9.5,2.55,0,46.94,49.7,45.4,100.74,47.06
1834,10.75,8.5,0,9.5,2.55,0,46.3,48.15,45.91,102.65,45.28
1835,10.75,8.5,0,9.5,2.55,0,40.48,47.28,41.81,97,45.87
1836,10.75,8.5,0,9.5,2.55,0,40.05,45.98,40.15,91.14,41.76
1837,10.75,8.5,0,9.5,2.55,0,38.21,48.91,48.06,84.06,40
1838,10.75,8.5,0,9.5,2.55,0,39.17,51.65,56.12,80.42,47.79
1839,10.75,8.5,0,9.5,2.55,0,34.15,54.32,71.76,87.52,55.78
1840,10.75,8.5,0,9.5,2.55,0,34.13,57.46,82.86,92.08,47.59
1841,10.75,8.5,0,9.5,2.55,0,39.22,73.18,94.11,104.43,71.12
1842,10.75,8.5,0,9.5,2.55,0,49.21,91.38,88.29,130.74,69.67
1843,10.75,8.5,0,9.5,2.55,0,64.51,85.56,62.84,156.95,82.69
1844,10.75,8.5,0,9.5,2.55,0,60.72,61.02,59.45,169.54,77.89
1845,10.75,8.5,0,9.5,2.55,0,45.17,57.73,57.05,144.15,72.33
1846,10.75,8.5,0,9.5,2.55,0,43.2,55.4,55.95,132.92,72.1
1847,10.75,8.5,0,9.5,2.55,0,37.9,54.32,56.18,129.95,65.91
1848,10.75,8.5,0,9.5,2.55,0,30.36,54.55,55.96,118.46,64.12
1849,10.75,8.5,0,9.5,2.55,0,34.16,54.34,55.82,110.03,57.14
1850,10.75,8.5,0,9.5,2.55,0,36.44,54.2,55.68,106,58.31
1851,10.75,8.5,0,9.5,2.55,0,31.83,54.07,55.86,99.6,52.83
1852,10.75,8.5,0,9.5,2.55,0,25.2,54.24,57.26,99.18,51.63
1853,10.75,8.5,0,9.5,2.55,0,25.2,55.6,59.38,98.74,52.36
1854,10.75,8.5,0,9.5,2.55,0,33.49,57.66,68.96,103.36,69.93
1855,10.75,8.5,0,9.5,2.55,0,41.75,66.96,94.16,100,96.5
1856,10.75,8.5,0,9.5,2.55,0,37.18,91.43,80.81,102.45,94.45
1857,10.75,8.5,0,9.5,2.55,0,42.64,78.47,72.02,101.44,82.8
1858,10.75,8.5,0,9.5,2.55,0,46.85,69.93,65.04,102.26,72.83
1859,10.75,8.5,0,9.5,2.55,0,41.24,63.15,62.95,100.41,66.64
1860,10.75,8.5,0,9.5,2.55,0,41.32,61.12,60.73,99.18,64.45
1861,10.75,8.5,0,9.5,2.55,0,41.75,58.97,57.75,97.39,56.54
1862,10.75,8.5,0,9.5,2.55,0,41.24,57.75,65,94.04,47.15
1863,10.75,8.5,0,9.5,2.55,0,40.48,57.58,68.38,95.01,49.28
1864,10.75,8.5,0,9.5,2.55,0,37.95,57.74,69.09,98.67,54.75
1865,10.75,8.5,0,9.5,2.55,0,44.28,61.82,74.46,106.09,67.32
1866,10.75,8.5,0,9.5,2.55,0,51.49,60.9,95.16,133.17,109
1867,10.75,8.5,0,9.5,2.55,0,68.31,60.24,97.88,145,125.6
1868,10.75,8.5,0,9.5,2.55,0,63.34,59.91,79.74,152.91,102.86
1869,10.75,8.5,0,9.5,2.55,0,46.81,57.56,71.2,144.71,79.4
1870,10.75,8.5,0,9.5,2.55,0,42.98,56.83,56.99,135.27,77.62
1871,10.75,8.5,0,9.5,2.55,0,39.14,55.34,56.71,132.9,71.64
1872,10.75,8.5,0,9.5,2.55,0,34.27,55.07,55.67,130,70
1873,10.75,8.5,0,9.5,2.55,0,34.81,54.06,56.66,124,66.92
1874,10.75,8.5,0,9.5,2.55,0,36.01,53.52,51.53,114.94,63.28
1875,10.75,8.5,0,9.5,2.55,0,35.32,51.53,53.4,113.06,60.81
1876,10.75,8.5,0,9.5,2.55,0,34.2,51.85,56.59,110.18,58.43
1877,10.75,8.5,0,9.5,2.55,0,34.25,54.95,60.85,110.25,62.41
1878,10.75,8.5,0,9.5,2.55,0,36.46,59.09,91.04,116.4,79.87
1879,10.75,8.5,0,9.5,2.55,0,42.84,88.4,95.87,135.77,104.89
1880,10.75,8.5,0,9.5,2.55,0,44.66,93.09,72.02,148.43,95.87
1881,10.75,8.5,0,9.5,2.55,0,53.13,69.76,64.15,148.51,72.06
1882,10.75,8.5,0,9.5,2.55,0,58.19,61.12,57.41,137.56,59.66
1883,10.75,8.5,0,9.5,2.55,0,56.42,57.09,54.47,122.75,53.44
1884,10.75,8.5,0,9.5,2.55,0,53.69,54.47,54.96,115.79,50.11
1885,10.75,8.5,0,9.5,2.55,0,53.13,54.96,56.24,104.59,44.81
1886,10.75,8.5,0,9.5,2.55,0,51.11,56.24,62.3,99.96,45.13
1887,10.75,8.5,0,9.5,2.55,0,45.42,58.27,65.26,101.73,49.26
1888,10.75,8.5,0,9.5,2.55,0,40.93,62.37,90.7,104.74,54.37
1889,10.75,8.5,0,9.5,2.55,0,54.4,68.7,112.45,113.83,77.23
1890,10.75,8.5,0,9.5,2.55,0,68.3,66.24,125.26,132.84,98.6
1891,10.75,8.5,0,9.5,2.55,0,109.55,59.16,107.36,150.96,128.96
1892,10.75,8.5,0,9.5,2.55,0,82.23,57.52,86.88,165.47,110
1893,10.75,8.5,0,9.5,2.55,0,46.56,57.48,81.5,152.36,89.06
1894,10.75,8.5,0,9.5,2.55,0,40.21,57.56,76.1,135.49,81.73
1895,10.75,8.5,0,9.5,2.55,0,32.87,56.78,76.01,127.5,76.1
1896,10.75,8.5,0,9.5,2.55,0,37.95,57.79,73.4,117.04,76.01
1897,10.75,8.5,0,9.5,2.55,0,36.58,57.5,74.9,120.79,70.44
1898,10.75,8.5,0,9.5,2.55,0,35.48,57.31,75.7,112.28,65.76
1899,10.75,8.5,0,9.5,2.55,0,34.79,57.29,76.36,111.56,58.81
1900,10.75,8.5,0,9.5,2.55,0,33.16,57.4,80.9,108.65,60
1901,10.75,8.5,0,9.5,2.55,0,32.4,57.94,116,110,66.77
1902,10.75,8.5,0,9.5,2.55,0,33.55,59.73,116.24,118.21,93.3
1903,10.75,8.5,0,9.5,2.55,0,41.37,111.95,98.33,129.81,103.15
1904,10.75,8.5,0,9.5,2.55,0,42.09,95.97,70.63,145.49,98.92
1905,10.75,8.5,0,9.5,2.55,0,50.52,68.92,66,143.45,70.84
1906,10.75,8.5,0,9.5,2.55,0,50.52,64.09,65.39,128.53,61.75
1907,10.75,8.5,0,9.5,2.55,0,40.48,63.36,61.43,115.01,57.18
1908,10.75,8.5,0,9.5,2.55,0,36.35,59.96,63.95,106.72,62.48
1909,10.75,8.5,0,9.5,2.55,0,36.84,61.97,64.35,101.98,65.49
1910,10.75,8.5,0,9.5,2.55,0,34.43,62.81,70.78,99.56,59.09
1911,10.75,8.5,0,9.5,2.55,0,34.1,68.13,87.07,98.67,64.08
1912,10.75,8.5,0,9.5,2.55,0,34.1,73.52,119.68,98.32,71.27
1913,10.75,8.5,0,9.5,2.55,0,37.47,112.29,168.54,101.21,97.86
1914,10.75,8.5,0,9.5,2.55,0,44.28,158.48,159.05,112.99,144.85
1915,10.75,8.5,0,9.5,2.55,0,56.93,98.1,124.95,132.08,141.56
1916,10.75,8.5,0,9.5,2.55,0,53.78,65.02,106.52,143.29,115.15
1917,10.75,8.5,0,9.5,2.55,0,42.96,61.19,96.07,125.25,99.38
1918,10.75,8.5,0,9.5,2.55,0,37.93,59.31,79.98,105.13,82.9
1919,10.75,8.5,0,9.5,2.55,0,32.84,58.09,76.18,99.69,78.92
1920,10.75,8.5,0,9.5,2.55,0,52.76,59.41,73.37,92.59,70.43
1921,10.75,8.5,0,9.5,2.55,0,50.71,58.83,71.55,77.06,70
1922,10.75,8.5,0,9.5,2.55,0,50.63,58.51,69.82,73.19,64.72
1923,10.75,8.5,0,9.5,2.55,0,50.59,58.55,69.3,73.5,54.56
1924,10.75,8.5,0,9.5,2.55,0,41.88,59.03,71.74,69.05,45.86
1925,10.75,8.5,0,9.5,2.55,0,34.44,61.01,81,66.67,46.8
1926,10.75,8.5,0,9.5,2.55,0,27.71,66.47,98.21,74.03,65.82
1927,10.75,8.5,0,9.5,2.55,0,33.51,94.27,102.29,92.03,89.07
1928,10.75,8.5,0,9.5,2.55,0,40.48,100.01,80,109.01,101.1
1929,10.75,8.5,0,9.5,2.55,0,49.34,77.68,72.41,110.21,80.42
1930,10.75,8.5,0,9.5,2.55,0,47.06,70.34,68.03,82.37,72.41
1931,10.75,8.5,0,9.5,2.55,0,32.89,66.03,64.64,58.35,63.34
1932,10.75,8.5,0,9.5,2.55,0,31.16,62.76,59.96,33.29,62.15
1933,10.75,8.5,0,9.5,2.55,0,24.93,59.64,65.24,22.93,53.98
1934,10.75,8.5,0,9.5,2.55,0,16.45,61.93,64.69,16.99,54.43
1935,10.75,8.5,0,9.5,2.55,0,16.45,62.13,75.27,39.43,44.73
1936,10.75,8.5,0,9.5,2.55,0,22.77,61.76,100.9,68.41,53.44
1937,10.75,8.5,0,9.5,2.55,0,40.48,89.02,127.13,81.12,71.13
1938,10.75,8.5,0,9.5,2.55,0,45.91,117.13,120.69,100.62,101.08
1939,10.75,8.5,0,9.5,2.55,0,58.76,116.83,93.08,119.25,115.41
1940,10.75,8.5,0,9.5,2.55,0,59.69,81.91,76.27,139.85,91.31
1941,10.75,8.5,0,9.5,2.55,0,45.11,61.49,67.3,125.31,69.71
1942,10.75,8.5,0,9.5,2.55,0,45.54,59.52,56.92,108.41,61.4
1943,10.75,8.5,0,9.5,2.55,0,45.8,56.92,19.92,99.9,52.12
1944,10.75,8.5,0,9.5,2.55,0,39.35,54.27,34.26,83.29,44.5
1945,10.75,8.5,0,9.5,2.55,0,44.2,50.62,32.24,68.05,42.14
1946,10.75,8.5,0,9.5,2.55,0,44.17,48.15,28.92,65.89,39.26
1947,10.75,8.5,0,9.5,2.55,0,45.17,47.26,31.92,55.29,34.36
1948,10.75,8.5,0,9.5,2.55,0,43.19,45.21,39.55,45.94,30.37
1949,10.75,8.5,0,9.5,2.55,0,40.98,48.35,42.38,33.17,34.97
1950,10.75,8.5,0,9.5,2.55,0,40.97,51.3,64.02,55.78,45.95
1951,10.75,8.5,0,9.5,2.55,0,41.38,55.1,64.57,80.64,61.02
